Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,physiotype,library
GO_Biological_Process_2021,receptor metabolic process (GO:0043112),1/58,0.4421999998339941,0.6005423578531536,0,0,1.740544829410209,1.4202724160163902,MX2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of calcium ion transport (GO:0051924),1/58,0.4421999998339941,0.6005423578531536,0,0,1.740544829410209,1.4202724160163902,FCRL3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of hydrolase activity (GO:0051346),1/58,0.4421999998339941,0.6005423578531536,0,0,1.740544829410209,1.4202724160163902,PLXNB3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of neuron projection development (GO:0010977),1/58,0.4421999998339941,0.6005423578531536,0,0,1.740544829410209,1.4202724160163902,ITM2C,1,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular iron ion homeostasis (GO:0006879),1/58,0.4421999998339941,0.6005423578531536,0,0,1.740544829410209,1.4202724160163902,LCN2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,eye development (GO:0001654),1/58,0.4421999998339941,0.6005423578531536,0,0,1.740544829410209,1.4202724160163902,STRA6,1,GO_Biological_Process_2021
GO_Biological_Process_2021,response to cytokine (GO:0034097),2/150,0.4436350681034258,0.6016155792739772,0,0,1.3412503412503411,1.0901052026516995,MX2;CCR7,1,GO_Biological_Process_2021
GO_Biological_Process_2021,phospholipid transport (GO:0015914),1/59,0.4477942115947188,0.6054956513302502,0,0,1.7104487957026513,1.3742113392020114,ATP10B,1,GO_Biological_Process_2021
GO_Biological_Process_2021,fatty acid oxidation (GO:0019395),1/59,0.4477942115947188,0.6054956513302502,0,0,1.7104487957026513,1.3742113392020114,CYP24A1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,apical junction assembly (GO:0043297),1/60,0.4533325962584122,0.6090827650434613,0,0,1.681372966527553,1.330183274831934,CLDN10,1,GO_Biological_Process_2021
GO_Biological_Process_2021,Notch signaling pathway (GO:0007219),1/60,0.4533325962584122,0.6090827650434613,0,0,1.681372966527553,1.330183274831934,FCER2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,peptidyl-threonine phosphorylation (GO:0018107),1/60,0.4533325962584122,0.6090827650434613,0,0,1.681372966527553,1.330183274831934,SBK1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,response to organic cyclic compound (GO:0014070),1/60,0.4533325962584122,0.6090827650434613,0,0,1.681372966527553,1.330183274831934,CYP24A1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,dephosphorylation (GO:0016311),2/153,0.4537111701020423,0.6090827650434613,0,0,1.314402301157268,1.0387648733741028,PLPP2;SGPP2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of response to stimulus (GO:0048585),1/61,0.4588157080798082,0.6124106661494436,0,0,1.6532663316582914,1.288070804786777,FOXP3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,pattern recognition receptor signaling pathway (GO:0002221),1/61,0.4588157080798082,0.6124106661494436,0,0,1.6532663316582914,1.288070804786777,TLR10,1,GO_Biological_Process_2021
GO_Biological_Process_2021,iron ion homeostasis (GO:0055072),1/61,0.4588157080798082,0.6124106661494436,0,0,1.6532663316582914,1.288070804786777,LCN2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,protein lipidation (GO:0006497),1/61,0.4588157080798082,0.6124106661494436,0,0,1.6532663316582914,1.288070804786777,ZDHHC9,1,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular response to interleukin-1 (GO:0071347),2/155,0.4603707970895622,0.6127331721605729,0,0,1.29708853238265,1.006181451159133,CCL22;CCL19,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of NF-kappaB transcription factor activity (GO:0051092),2/155,0.4603707970895622,0.6127331721605729,0,0,1.29708853238265,1.006181451159133,CARD11;LTF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of cell differentiation (GO:0045595),2/156,0.4636829675375702,0.6143826122791235,0,0,1.2886002886002883,0.9903591895699384,SERPINF2;LIF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of neurogenesis (GO:0050767),1/62,0.4642440960951576,0.6143826122791235,0,0,1.6260812258011368,1.2477649663473405,SERPINF1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of interleukin-1 production (GO:0032732),1/62,0.4642440960951576,0.6143826122791235,0,0,1.6260812258011368,1.2477649663473405,CCL19,1,GO_Biological_Process_2021
GO_Biological_Process_2021,I-kappaB kinase/NF-kappaB signaling (GO:0007249),1/62,0.4642440960951576,0.6143826122791235,0,0,1.6260812258011368,1.2477649663473405,CARD11,1,GO_Biological_Process_2021
GO_Biological_Process_2021,amyloid fibril formation (GO:1990000),1/63,0.4696183035751055,0.6197222366469315,0,0,1.5997730588426,1.2091645247691418,LTF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of Ras protein signal transduction (GO:0046579),1/63,0.4696183035751055,0.6197222366469315,0,0,1.5997730588426,1.2091645247691418,ADGRG1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,T cell receptor signaling pathway (GO:0050852),2/158,0.470271536490919,0.6197222366469315,0,0,1.271950271950272,0.9596165405879008,CARD11;TNFRSF21,1,GO_Biological_Process_2021
GO_Biological_Process_2021,response to lipopolysaccharide (GO:0032496),2/159,0.4735477497536846,0.6231594506631704,0,0,1.263784340217461,0.9446819881327648,CD180;CXCL13,1,GO_Biological_Process_2021
GO_Biological_Process_2021,diterpenoid metabolic process (GO:0016101),1/64,0.4749388686968527,0.6241098091467092,0,0,1.574300071787509,1.1721753146425786,STRA6,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of cell-matrix adhesion (GO:0001952),1/65,0.4802063242660991,0.6274964993561212,0,0,1.5496231155778897,1.1367096495006708,CCR7,1,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular response to type I interferon (GO:0071357),1/65,0.4802063242660991,0.6274964993561212,0,0,1.5496231155778897,1.1367096495006708,MX2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)",1/65,0.4802063242660991,0.6274964993561212,0,0,1.5496231155778897,1.1367096495006708,CNR2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,type I interferon signaling pathway (GO:0060337),1/65,0.4802063242660991,0.6274964993561212,0,0,1.5496231155778897,1.1367096495006708,MX2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,embryonic organ development (GO:0048568),1/66,0.4854211976341649,0.6325390745707764,0,0,1.525705450328566,1.1026857881843173,STRA6,1,GO_Biological_Process_2021
GO_Biological_Process_2021,ERBB signaling pathway (GO:0038127),1/66,0.4854211976341649,0.6325390745707764,0,0,1.525705450328566,1.1026857881843173,FAM83A,1,GO_Biological_Process_2021
GO_Biological_Process_2021,protein N-linked glycosylation (GO:0006487),1/67,0.4905840112592053,0.6348334015323698,0,0,1.5025125628140703,1.0700274503610792,DERL3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,anion transmembrane transport (GO:0098656),1/67,0.4905840112592053,0.6348334015323698,0,0,1.5025125628140703,1.0700274503610792,SLC44A4,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of epidermal growth factor receptor signaling pathway (GO:0042058),1/67,0.4905840112592053,0.6348334015323698,0,0,1.5025125628140703,1.0700274503610792,AGR2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,peptidyl-threonine modification (GO:0018210),1/67,0.4905840112592053,0.6348334015323698,0,0,1.5025125628140703,1.0700274503610792,SBK1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of viral genome replication (GO:0045069),1/67,0.4905840112592053,0.6348334015323698,0,0,1.5025125628140703,1.0700274503610792,LTF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188),2/165,0.4929466684286051,0.6370072598945824,0,0,1.2168928549296647,0.8607743794829743,ADGRG1;CNR2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of protein localization to nucleus (GO:1900182),1/68,0.4956952821636893,0.6393576229053213,0,0,1.4800120003000077,1.0386633811930914,LIF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of MAPK cascade (GO:0043408),2/166,0.4961360332084165,0.6393576229053213,0,0,1.209411185020941,0.8476825030852104,FCRL3;LIF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular response to calcium ion (GO:0071277),1/69,0.500755522308534,0.6426477335816537,0,0,1.4581732190363583,1.0085269537658983,CPNE5,1,GO_Biological_Process_2021
GO_Biological_Process_2021,peptidyl-tyrosine phosphorylation (GO:0018108),1/69,0.500755522308534,0.6426477335816537,0,0,1.4581732190363583,1.0085269537658983,BLK,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of protein polymerization (GO:0032273),1/69,0.500755522308534,0.6426477335816537,0,0,1.4581732190363583,1.0085269537658983,CCR7,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of viral process (GO:0048525),1/70,0.5057652387756465,0.646409544900929,0,0,1.4369674459252786,0.9795558086095748,LTF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of plasma membrane bounded cell projection assembly (GO:0120032),1/70,0.5057652387756465,0.646409544900929,0,0,1.4369674459252786,0.9795558086095748,CCR7,1,GO_Biological_Process_2021
GO_Biological_Process_2021,kidney development (GO:0001822),1/70,0.5057652387756465,0.646409544900929,0,0,1.4369674459252786,0.9795558086095748,STRA6,1,GO_Biological_Process_2021
GO_Biological_Process_2021,protein tetramerization (GO:0051262),1/71,0.5107249334696091,0.6500768934886021,0,0,1.416367552045944,0.9516915272016224,MS4A1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of cellular protein localization (GO:1903829),1/71,0.5107249334696091,0.6500768934886021,0,0,1.416367552045944,0.9516915272016224,LIF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,gland development (GO:0048732),1/71,0.5107249334696091,0.6500768934886021,0,0,1.416367552045944,0.9516915272016224,STRA6,1,GO_Biological_Process_2021
GO_Biological_Process_2021,neuron projection development (GO:0031175),2/171,0.5118910416934445,0.6506734903269532,0,0,1.1733309425617118,0.7857134223531504,BLK;MANF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of cell population proliferation (GO:0008284),5/474,0.5150664087908768,0.651880150920871,0,0,1.056858564321251,0.7011827886260733,CEACAM6;SERPINF2;LIF;CRLF1;LTF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,cell junction organization (GO:0034330),1/72,0.5156351033007534,0.651880150920871,0,0,1.396347936867436,0.9248793332622998,FBLIM1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,extrinsic apoptotic signaling pathway (GO:0097191),1/72,0.5156351033007534,0.651880150920871,0,0,1.396347936867436,0.9248793332622998,CD27,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of protein secretion (GO:0050714),1/72,0.5156351033007534,0.651880150920871,0,0,1.396347936867436,0.9248793332622998,BLK,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of cell adhesion (GO:0007162),1/73,0.5204962404113022,0.6535871292346731,0,0,1.3768844221105527,0.8990678202624621,PLXNB3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of hydrolase activity (GO:0051336),1/73,0.5204962404113022,0.6535871292346731,0,0,1.3768844221105527,0.8990678202624621,PLXNB3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,defense response to Gram-negative bacterium (GO:0050829),1/73,0.5204962404113022,0.6535871292346731,0,0,1.3768844221105527,0.8990678202624621,LTF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of Rho protein signal transduction (GO:0035023),1/73,0.5204962404113022,0.6535871292346731,0,0,1.3768844221105527,0.8990678202624621,ADGRG1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,ubiquitin-dependent ERAD pathway (GO:0030433),1/73,0.5204962404113022,0.6535871292346731,0,0,1.3768844221105527,0.8990678202624621,DERL3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,neuron differentiation (GO:0030182),2/174,0.521188450322183,0.6535871292346731,0,0,1.1526896875734085,0.7511428504980086,MANF;ITM2C,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of stress fiber assembly (GO:0051492),1/74,0.5253088319278648,0.656988123577343,0,0,1.3579541543333105,0.8742087038575203,SERPINF2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,Fc receptor mediated stimulatory signaling pathway (GO:0002431),1/74,0.5253088319278648,0.656988123577343,0,0,1.3579541543333105,0.8742087038575203,BLK,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of immune response (GO:0050778),1/75,0.5300733603880184,0.6605248993944144,0,0,1.3395355154149124,0.8502565938086776,CCR7,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of developmental process (GO:0051094),2/177,0.5303674350378217,0.6605248993944144,0,0,1.1327561327561328,0.7183772187612621,SERPINF2;AGR2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,glycerophospholipid biosynthetic process (GO:0046474),2/177,0.5303674350378217,0.6605248993944144,0,0,1.1327561327561328,0.7183772187612621,SLC44A4;DGKA,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of programmed cell death (GO:0043069),4/381,0.5309685686450276,0.6605248993944144,0,0,1.051426406106209,0.6656080647470463,FCMR;CEACAM5;CD27;LTF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of immune response (GO:0050777),2/178,0.5334005682638644,0.6617498049273208,0,0,1.1262626262626263,0.7078364657460958,ADM2;FOXP3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,phospholipid metabolic process (GO:0006644),1/76,0.5347903032317255,0.6617498049273208,0,0,1.321608040201005,0.8271687875669174,PLPP2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of interleukin-6 production (GO:0032755),1/76,0.5347903032317255,0.6617498049273208,0,0,1.321608040201005,0.8271687875669174,POU2AF1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,RNA transport (GO:0050658),1/76,0.5347903032317255,0.6617498049273208,0,0,1.321608040201005,0.8271687875669174,SIDT1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,protein stabilization (GO:0050821),2/179,0.5364203690006744,0.6628876877849393,0,0,1.1198424927238486,0.6974795119554346,ATP1B1;TSPAN1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,phosphatidylcholine metabolic process (GO:0046470),1/77,0.5394601334395485,0.663130835967192,0,0,1.3041523406506217,0.8049050782659102,SLC44A4,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of endothelial cell proliferation (GO:0001938),1/77,0.5394601334395485,0.663130835967192,0,0,1.3041523406506217,0.8049050782659102,PLXNB3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,inorganic cation import across plasma membrane (GO:0098659),1/77,0.5394601334395485,0.663130835967192,0,0,1.3041523406506217,0.8049050782659102,ATP1B1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of tumor necrosis factor production (GO:0032760),1/77,0.5394601334395485,0.663130835967192,0,0,1.3041523406506217,0.8049050782659102,CCL19,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of blood vessel morphogenesis (GO:2000181),1/78,0.544083319204552,0.6679338642340092,0,0,1.2871500358937544,0.7834275809102157,SERPINF1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of NF-kappaB transcription factor activity (GO:0032088),1/79,0.5486603241296241,0.6717848850563507,0,0,1.2705836876691148,0.7627005714660321,FOXP3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of ion transport (GO:0043269),1/79,0.5486603241296241,0.6717848850563507,0,0,1.2705836876691148,0.7627005714660321,CLDN10,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of protein localization to plasma membrane (GO:1903076),1/80,0.5531916072648388,0.6764453074418016,0,0,1.254436740665352,0.7426903392796255,AGR2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557),1/81,0.5576776229377498,0.6810382489540845,0,0,1.2386934673366834,0.7233650516865618,CCL19,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of cytoskeleton organization (GO:0051495),1/82,0.5621188211968801,0.6855645231067832,0,0,1.2233389168062534,0.7046946278996441,CCR7,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of osteoblast differentiation (GO:0045667),1/83,0.5665156476761636,0.6900249337883297,0,0,1.208358867508273,0.6866506239569532,LTF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,vascular transport (GO:0010232),1/84,0.5708685433147935,0.6944202749839666,0,0,1.1937397832536174,0.6692061267801053,SLC1A4,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of defense response (GO:0031348),1/85,0.5751779449472499,0.6987513315570106,0,0,1.1794687724335966,0.6523356544527062,SMPDL3B,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of cellular amide metabolic process (GO:0034249),1/86,0.5794442849420854,0.7014079978152163,0,0,1.1655335501034585,0.636015065932131,ENC1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,transport across blood-brain barrier (GO:0150104),1/86,0.5794442849420854,0.7014079978152163,0,0,1.1655335501034585,0.636015065932131,SLC1A4,1,GO_Biological_Process_2021
GO_Biological_Process_2021,extracellular matrix organization (GO:0030198),3/300,0.5796201139501949,0.7014079978152163,0,0,1.0,0.5453823659800643,SERPINF2;COL10A1;LOXL1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of angiogenesis (GO:0016525),1/87,0.5836679914950987,0.7035687804456422,0,0,1.1519224027112305,0.6202214761277236,SERPINF1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,ERAD pathway (GO:0036503),1/87,0.5836679914950987,0.7035687804456422,0,0,1.1519224027112305,0.6202214761277236,DERL3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,sodium ion transmembrane transport (GO:0035725),1/87,0.5836679914950987,0.7035687804456422,0,0,1.1519224027112305,0.6202214761277236,ATP1B1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of neuron projection development (GO:0010976),1/88,0.5878494885157634,0.7076949326260739,0,0,1.138624155259054,0.6049331780092367,PLXNB3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,second-messenger-mediated signaling (GO:0019932),1/89,0.591989195722158,0.7117602056814091,0,0,1.1256281407035176,0.5901295699518402,CCR7,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of translation (GO:0017148),1/90,0.5960875287025766,0.7148453268374088,0,0,1.1129241714188922,0.5757910883551692,ENC1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,sodium ion transport (GO:0006814),1/90,0.5960875287025766,0.7148453268374088,0,0,1.1129241714188922,0.5757910883551692,ATP1B1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,toll-like receptor signaling pathway (GO:0002224),1/91,0.6001448988156681,0.7169464668310094,0,0,1.100502512562814,0.5618991453376235,TLR10,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of supramolecular fiber organization (GO:1902905),1/91,0.6001448988156681,0.7169464668310094,0,0,1.100502512562814,0.5618991453376235,CCR7,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of transport (GO:0051050),1/91,0.6001448988156681,0.7169464668310094,0,0,1.100502512562814,0.5618991453376235,CCL19,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of peptidyl-tyrosine phosphorylation (GO:0050730),1/92,0.6041617136020576,0.7197740375100952,0,0,1.0883538571980782,0.5484360698708618,LIF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,retinoid metabolic process (GO:0001523),1/92,0.6041617136020576,0.7197740375100952,0,0,1.0883538571980782,0.5484360698708618,STRA6,1,GO_Biological_Process_2021
GO_Biological_Process_2021,axon guidance (GO:0007411),2/203,0.604826200865932,0.7197740375100952,0,0,0.9849238655208804,0.4952336400226655,PLXNB3;VSTM2L,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of heart contraction (GO:0008016),1/93,0.6081383763355012,0.7218741795432857,0,0,1.0764693030369237,0.5353850545471538,ATP1B1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of peptidyl-serine phosphorylation (GO:0033138),1/93,0.6081383763355012,0.7218741795432857,0,0,1.0764693030369237,0.5353850545471538,LIF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of cell death (GO:0060548),1/94,0.6120752863236749,0.7237848442838893,0,0,1.0648403306856864,0.5227301046685241,AGR2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of cellular protein metabolic process (GO:0032269),1/94,0.6120752863236749,0.7237848442838893,0,0,1.0648403306856864,0.5227301046685241,ENC1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,hemopoiesis (GO:0030097),1/94,0.6120752863236749,0.7237848442838893,0,0,1.0648403306856864,0.5227301046685241,TNFRSF13B,1,GO_Biological_Process_2021
GO_Biological_Process_2021,mRNA metabolic process (GO:0016071),1/95,0.6159728391110465,0.7274717201146916,0,0,1.0534587832780926,0.5104559909803796,ZC3H12D,1,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular transition metal ion homeostasis (GO:0046916),1/96,0.6198314260741546,0.7301802026858413,0,0,1.0423168473948692,0.4985482066164667,LCN2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of vesicle-mediated transport (GO:0060627),1/96,0.6198314260741546,0.7301802026858413,0,0,1.0423168473948692,0.4985482066164667,CD22,1,GO_Biological_Process_2021
GO_Biological_Process_2021,protein maturation (GO:0051604),1/97,0.6236514348962008,0.7328297087634198,0,0,1.0314070351758795,0.4869929254325685,TMPRSS4,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of cold-induced thermogenesis (GO:0120162),1/97,0.6236514348962008,0.7328297087634198,0,0,1.0314070351758795,0.4869929254325685,LCN2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886),1/98,0.6274332493027582,0.7346554833443928,0,0,1.0207221675387246,0.4757769643136218,CTSE,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of peptidyl-serine phosphorylation (GO:0033135),1/98,0.6274332493027582,0.7346554833443928,0,0,1.0207221675387246,0.4757769643136218,LIF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of gene expression (GO:0010629),3/322,0.6275674386125198,0.7346554833443928,0,0,0.9299842464554524,0.4332835122866828,ZC3H12D;ENC1;FOXP3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of inflammatory response (GO:0050728),2/212,0.6284441179937611,0.734759852240826,0,0,0.9422799422799424,0.4376967299204192,ADM2;SMPDL3B,1,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular response to oxygen-containing compound (GO:1901701),3/323,0.6296558456180283,0.7352551989507139,0,0,0.9270304568527918,0.4288274967923144,AOC1;CD180;CXCL13,1,GO_Biological_Process_2021
GO_Biological_Process_2021,organic anion transport (GO:0015711),1/99,0.6311772493570809,0.7361104670626956,0,0,1.0102553584247769,0.464887747030177,SLC44A4,1,GO_Biological_Process_2021
GO_Biological_Process_2021,antigen processing and presentation of peptide antigen via MHC class II (GO:0002495),1/100,0.6348838112697764,0.7376669936671251,0,0,1.0,0.454313271209604,CTSE,1,GO_Biological_Process_2021
GO_Biological_Process_2021,cell-matrix adhesion (GO:0007160),1/100,0.6348838112697764,0.7376669936671251,0,0,1.0,0.454313271209604,VWA2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,organic acid transport (GO:0015849),1/100,0.6348838112697764,0.7376669936671251,0,0,1.0,0.454313271209604,SLC1A4,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of protein localization to membrane (GO:1905477),1/101,0.6385533074411538,0.7401245475029954,0,0,0.9899497487437184,0.4440420770500481,AGR2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,extracellular structure organization (GO:0043062),2/216,0.6385854884672146,0.7401245475029954,0,0,0.9244784291513264,0.4146283193368318,COL10A1;LOXL1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,external encapsulating structure organization (GO:0045229),2/217,0.6410868145146278,0.7404994058473061,0,0,0.9201315480385248,0.409081648552525,COL10A1;LOXL1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of cell death (GO:0010941),1/102,0.642186106799596,0.7404994058473061,0,0,0.9800985123637992,0.4340632175669919,AGR2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,cell junction assembly (GO:0034329),1/102,0.642186106799596,0.7404994058473061,0,0,0.9800985123637992,0.4340632175669919,FBLIM1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of vasculature development (GO:1904018),1/102,0.642186106799596,0.7404994058473061,0,0,0.9800985123637992,0.4340632175669919,ADM2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,antigen processing and presentation of exogenous peptide antigen (GO:0002478),1/103,0.6457825744876868,0.7404994058473061,0,0,0.9704404374815252,0.4243662317025385,CTSE,1,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular response to organonitrogen compound (GO:0071417),1/103,0.6457825744876868,0.7404994058473061,0,0,0.9704404374815252,0.4243662317025385,AOC1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,chromatin remodeling (GO:0006338),1/103,0.6457825744876868,0.7404994058473061,0,0,0.9704404374815252,0.4243662317025385,FOXP3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular response to lipid (GO:0071396),2/219,0.6460487750415385,0.7404994058473061,0,0,0.9115579760741052,0.3982416991649523,CD180;CXCL13,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of cell population proliferation (GO:0042127),7/764,0.6460520003855382,0.7404994058473061,0,0,0.912389374473823,0.3986003657107637,ADGRG1;CEACAM6;LIF;MZB1;FOXP3;CRLF1;FUT3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of insulin secretion (GO:0050796),1/104,0.6493430720264805,0.742447409559689,0,0,0.9609698980338586,0.4149411183845573,BLK,1,GO_Biological_Process_2021
GO_Biological_Process_2021,steroid metabolic process (GO:0008202),1/104,0.6493430720264805,0.742447409559689,0,0,0.9609698980338586,0.4149411183845573,CYP24A1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,protein processing (GO:0016485),1/106,0.6563575850020138,0.7477187140499131,0,0,0.9425699928212492,0.3968686613882323,TMPRSS4,1,GO_Biological_Process_2021
GO_Biological_Process_2021,peptidyl-lysine modification (GO:0018205),1/106,0.6563575850020138,0.7477187140499131,0,0,0.9425699928212492,0.3968686613882323,LOXL1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of protein serine/threonine kinase activity (GO:0071902),1/106,0.6563575850020138,0.7477187140499131,0,0,0.9425699928212492,0.3968686613882323,LTF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,response to calcium ion (GO:0051592),1/107,0.6598123057378238,0.7507376600651092,0,0,0.933630416232104,0.388203405372955,CPNE5,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of interleukin-6 production (GO:0032675),1/110,0.6699704840956059,0.7604409509260345,0,0,0.9077958600341156,0.3635918695397154,POU2AF1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,response to endoplasmic reticulum stress (GO:0034976),1/110,0.6699704840956059,0.7604409509260345,0,0,0.9077958600341156,0.3635918695397154,AGR2,1,GO_Biological_Process_2021
